Latitude,Longitude,Station,Name,Latitude,Elevation(m),Network,station_id
32.0533,-102.8796,TX-AD-2,ANDREWS 26.7,32.0533,974,COCORAHS,128000
39.3929,-74.6248,NJ-AT-13,EGG HARBOR T,39.3929,16,COCORAHS,128004
29.2829,-98.2456,TX-WO-10,ELMENDORF 5.,29.2829,183,COCORAHS,128009
31.4661,-110.2267,AZ-CH-27,SIERRA VISTA,31.4661,1390,COCORAHS,128034
32.456,-110.9895,AZ-PM-138,ORO VALLEY 4,32.456,905,COCORAHS,128054
39.5184,-119.9935,NV-WH-19,RENO 9.0 W,39.5184,1494,COCORAHS,128079
32.4166,-110.9758,AZ-PM-139,ORO VALLEY 2,32.4166,835,COCORAHS,128084
32.4745,-110.958,AZ-PM-137,ORO VALLEY 5,32.4745,914,COCORAHS,128095
37.1051,-122.0468,CA-SZ-24,FELTON 4.5 N,37.1051,255,COCORAHS,128105
39.6561,-75.3338,NJ-SL-2,WOODSTOWN 0.,39.6561,14,COCORAHS,128113
37.4114,-102.6226,CO-BA-23,SPRINGFIELD,37.4114,1334,COCORAHS,128117
42.1739,-88.2993,IL-MCH-43,ALGONQUIN 0.,42.1739,254,COCORAHS,128121
28.0825,-97.0626,TX-AR-6,ROCKPORT 3.0,28.0825,3,COCORAHS,128137
44.7608,-93.13,MN-DK-11,ROSEMOUNT 3.,44.7608,299,COCORAHS,128138
38.2129,-94.0507,MO-BS-4,APPLETON CIT,38.2129,279,COCORAHS,128157
41.7621,-92.0847,IA-IA-2,MARENGO 2.6,41.7621,247,COCORAHS,128170
44.8783,-93.3789,MN-HN-19,EDINA 1.3 SW,44.8783,293,COCORAHS,128179
42.3877,-71.1253,MA-MD-11,CAMBRIDGE 0.,42.3877,15,COCORAHS,128211
40.7481,-74.3908,NJ-MS-40,CHATHAM 0.6,40.7481,59,COCORAHS,128215
48.0753,-122.4763,WA-IS-19,LANGLEY 4.1,48.0753,75,COCORAHS,128216
48.42,-122.6142,WA-SG-1,ANACORTES 4.,48.42,12,COCORAHS,128222
39.25,-84.579,OH-HM-13,CINCINNATI 8,39.25,253,COCORAHS,128233
38.9522,-76.1618,MD-QA-6,QUEENSTOWN 2,38.9522,5,COCORAHS,128253
45.407,-94.8466,MN-KD-1,BELGRADE 8.0,45.407,372,COCORAHS,128258
36.0931,-80.4113,NC-FR-7,LEWISVILLE 0,36.0931,280,COCORAHS,128262
33.7062,-112.1721,AZ-MR-289,GLENDALE 12.,33.7062,429,COCORAHS,128277
32.4289,-110.9872,AZ-PM-141,ORO VALLEY 3,32.4289,867,COCORAHS,128282
34.2889,-89.9269,MS-PN-1,BATESVILLE 2,34.2889,98,COCORAHS,128326
31.8347,-81.3749,GA-LB-6,MIDWAY 3.8 N,31.8347,3,COCORAHS,128342
32.1541,-90.9074,MS-WR-7,VICKSBURG 12,32.1541,52,COCORAHS,128345
40.7296,-91.1897,IA-DM-7,BURLINGTON 6,40.7296,169,COCORAHS,128354
32.7861,-89.0178,MS-NS-4,PHILADELPHIA,32.7861,149,COCORAHS,128364
32.4028,-89.9672,MS-RN-28,BRANDON 9.0,32.4028,101,COCORAHS,128369
47.2602,-96.2577,MN-NR-1,TWIN VALLEY,47.2602,333,COCORAHS,128378
32.4908,-90.1952,MS-MD-8,MADISON 5.7,32.4908,98,COCORAHS,128408
30.3911,-89.2503,MS-HR-19,PASS CHRISTI,30.3911,16,COCORAHS,128438
31.3006,-90.2616,MS-PK-2,JAYESS 5.6 S,31.3006,131,COCORAHS,128460
33.5818,-88.4036,MS-LW-2,COLUMBUS 5.3,33.5818,61,COCORAHS,128482
36.5702,-120.0892,CA-FR-8,HELM 2.7 NNE,36.5702,56,COCORAHS,128487
37.9597,-84.8904,KY-AN-3,LAWRENCEBURG,37.9597,251,COCORAHS,128507
38.3583,-85.4215,KY-OL-6,LA GRANGE 3.,38.3583,215,COCORAHS,128510
40.5857,-111.8491,UT-SL-83,SANDY 1.1 NN,40.5857,1437,COCORAHS,128515
29.8577,-97.4714,TX-CLD-18,DALE 7.3 SE,29.8577,169,COCORAHS,128531
41.1667,-104.6039,WY-LM-106,CHEYENNE 9.9,41.1667,1796,COCORAHS,128549
42.7112,-87.8457,WI-RC-3,RACINE 2.3 W,42.7112,219,COCORAHS,128550
43.6063,-85.6419,MI-NW-8,WHITE CLOUD,43.6063,298,COCORAHS,128557
41.4996,-87.9603,IL-WL-63,NEW LENOX 1.,41.4996,214,COCORAHS,128608
47.2956,-101.6301,ND-MR-2,HAZEN 0.4 SW,47.2956,533,COCORAHS,128617
47.1257,-118.3728,WA-AD-7,RITZVILLE 0.,47.1257,568,COCORAHS,128636
36.1935,-82.2008,TN-CT-2,ROAN MOUNTAI,36.1935,830,COCORAHS,128639
44.2612,-94.9922,MN-BW-1,SPRINGFIELD,44.2612,322,COCORAHS,128643
44.9235,-70.0279,ME-SM-10,NORTH NEW PO,44.9235,120,COCORAHS,128646
34.0594,-106.899,NM-SC-29,SOCORRO 0.4,34.0594,1410,COCORAHS,128687
29.8307,-101.7334,TX-VV-14,LANGTRY 10.6,29.8307,495,COCORAHS,128705
37.254,-76.7193,VA-WLC-1,WILLIAMSBURG,37.254,22,COCORAHS,128710
37.6281,-94.8206,KS-CR-10,FARLINGTON 0,37.6281,297,COCORAHS,128729
30.3282,-89.9313,LA-ST-8,LACOMBE 1.4,30.3282,5,COCORAHS,128740
41.0085,-81.329,OH-PT-12,MOGADORE 4.7,41.0085,358,COCORAHS,128743
35.7425,-84.0934,TN-BT-20,FRIENDSVILLE,35.7425,349,COCORAHS,128744
33.3581,-89.8307,MS-CR-1,VAIDEN 4.8 W,33.3581,114,COCORAHS,128751
42.2658,-85.8619,MI-VB-4,PAW PAW 3.6,42.2658,216,COCORAHS,128767
40.4624,-90.7452,IL-MCD-7,COLCHESTER 3,40.4624,210,COCORAHS,128776
30.1221,-91.831,LA-SM-2,ST. MARTINVI,30.1221,7,COCORAHS,128781
44.6611,-88.1178,WI-BN-6,SUAMICO 4.4,44.6611,211,COCORAHS,128788
36.7746,-76.0422,VA-VBC-13,VIRGINIA BEA,36.7746,4,COCORAHS,128789
48.4277,-122.3886,WA-SG-23,MOUNT VERNON,48.4277,5,COCORAHS,128809
46.4025,-94.4631,MN-CS-1,PILLAGER 5.1,46.4025,403,COCORAHS,128821
46.9082,-96.7794,ND-CS-25,FARGO 2.1 N,46.9082,276,COCORAHS,128825
43.5772,-116.1565,ID-AD-20,BOISE 4.8 ES,43.5772,834,COCORAHS,128831
37.1543,-79.0741,VA-CM-3,GLADYS 0.6 S,37.1543,233,COCORAHS,128838
33.9153,-86.3464,AL-BL-13,ONEONTA 7.5,33.9153,419,COCORAHS,128845
43.3472,-72.6968,VT-WR-6,LUDLOW 3.4 S,43.3472,526,COCORAHS,128849
30.2072,-97.844,TX-TV-113,AUSTIN 7.3 S,30.2072,229,COCORAHS,128873
41.4518,-88.2543,IL-GY-10,MINOOKA 0.3,41.4518,182,COCORAHS,128874
46.299,-109.2471,MT-GV-2,RYEGATE 0.3,46.299,1112,COCORAHS,128887
45.035,-93.1862,MN-RM-15,ROSEVILLE 2.,45.035,280,COCORAHS,128899
41.4025,-88.1961,IL-WL-67,CHANNAHON 2.,41.4025,163,COCORAHS,128904
30.2186,-98.0451,TX-HYS-39,DRIPPING SPR,30.2186,336,COCORAHS,128918
30.3721,-97.8134,TX-TV-117,AUSTIN 5.9 N,30.3721,218,COCORAHS,128919
48.413,-122.3249,WA-SG-24,MOUNT VERNON,48.413,55,COCORAHS,128946
29.7943,-98.0683,TX-CML-64,NEW BRAUNFEL,29.7943,246,COCORAHS,128948
30.52,-89.4308,MS-HC-13,KILN 6.6 N,30.52,36,COCORAHS,128953
40.4549,-75.012,NJ-HN-22,KINGWOOD TWP,40.4549,157,COCORAHS,128956
37.1576,-113.296,UT-WG-9,HURRICANE 2.,37.1576,998,COCORAHS,128959
42.5221,-76.8558,NY-SY-11,HECTOR 1.8 N,42.5221,332,COCORAHS,128972
40.0414,-105.0729,CO-BO-285,ERIE 1.7 WNW,40.0414,1564,COCORAHS,128978
35.7266,-81.7902,NC-BK-4,GLEN ALPINE,35.7266,385,COCORAHS,128981
36.6047,-81.1555,VA-GR-3,INDEPENDENCE,36.6047,822,COCORAHS,128991
32.2543,-110.7233,AZ-PM-143,TUCSON 11.7,32.2543,828,COCORAHS,128997
48.4946,-120.248,WA-OK-11,WINTHROP 3.5,48.4946,873,COCORAHS,129003
41.429,-88.4743,IL-GY-11,MORRIS 4.8 N,41.429,180,COCORAHS,129016
34.9304,-82.0189,SC-SP-28,SPARTANBURG,34.9304,253,COCORAHS,129033
42.568,-77.679,NY-LV-5,DANSVILLE 1.,42.568,459,COCORAHS,129036
42.5597,-87.8566,WI-KN-6,KENOSHA 1.7,42.5597,199,COCORAHS,129056
34.7384,-96.6071,OK-PN-5,ADA 4.0 SE,34.7384,281,COCORAHS,129077
42.431,-83.3819,MI-WY-33,LIVONIA 2.3,42.431,211,COCORAHS,129083
38.784,-76.5362,MD-AA-43,DEALE 0.9 SE,38.784,2,COCORAHS,129121
40.1282,-82.5158,OH-LC-10,GRANVILLE 4.,40.1282,340,COCORAHS,129125
40.2363,-75.3825,PA-MT-51,HARLEYSVILLE,40.2363,72,COCORAHS,129130
40.4306,-111.8436,UT-UT-19,LEHI 2.0 NNE,40.4306,1463,COCORAHS,129134
40.0613,-87.9511,IL-CP-72,HOMER 2.1 NN,40.0613,201,COCORAHS,129135
40.307,-75.1982,PA-BK-26,DOYLESTOWN 3,40.307,113,COCORAHS,129145
39.0267,-104.7479,CO-EP-192,COLORADO SPR,39.0267,2220,COCORAHS,129147
45.2012,-93.6659,MN-WR-8,SAINT MICHAE,45.2012,292,COCORAHS,129160
35.1078,-106.7088,NM-BR-20,ALBUQUERQUE,35.1078,1555,COCORAHS,129166
32.303,-110.7438,AZ-PM-146,TUCSON 11.8,32.303,867,COCORAHS,129172
32.2318,-110.9363,AZ-PM-147,TUCSON 1.3 N,32.2318,751,COCORAHS,129173
32.2806,-110.9672,AZ-PM-148,TUCSON 5.0 N,32.2806,710,COCORAHS,129174
32.2163,-110.8363,AZ-PM-145,TUCSON 4.9 E,32.2163,796,COCORAHS,129175
42.2591,-73.1321,MA-BE-4,BECKET 5.6 S,42.2591,413,COCORAHS,129180
45.4067,-68.4359,ME-PN-10,LINCOLN 4.3,45.4067,106,COCORAHS,129182
44.2659,-85.2553,MI-MK-1,LAKE CITY 5.,44.2659,374,COCORAHS,129185
37.3575,-76.7012,VA-YR-4,WILLIAMSBURG,37.3575,24,COCORAHS,129193
38.6331,-109.4104,UT-GR-9,CASTLE VALLE,38.6331,1459,COCORAHS,129208
42.7096,-108.6793,WY-FM-27,LANDER 8.7 S,42.7096,1773,COCORAHS,129214
43.1499,-71.5565,NH-MR-4,BOW 1.6 NW,43.1499,137,COCORAHS,129223
41.1668,-87.264,IN-JS-49,DE MOTTE 4.1,41.1668,207,COCORAHS,129230
39.3701,-76.4189,MD-BL-25,WHITE MARSH,39.3701,15,COCORAHS,129254
43.4868,-70.4347,ME-YK-28,BIDDEFORD 1.,43.4868,2,COCORAHS,129256
30.3833,-98.7321,TX-GS-26,FREDERICKSBU,30.3833,561,COCORAHS,129269
34.1464,-81.3427,SC-LX-49,CHAPIN 1.3 S,34.1464,124,COCORAHS,129297
39.977,-105.2576,CO-BO-286,BOULDER 3.5,39.977,1695,COCORAHS,129344
38.3182,-86.117,IN-HR-17,NEW SALISBUR,38.3182,221,COCORAHS,129348
43.8579,-70.462,ME-CM-54,WINDHAM 3.9,43.8579,118,COCORAHS,129350
46.3931,-104.5197,MT-FL-7,PLEVNA 1.6 S,46.3931,848,COCORAHS,129355
40.3511,-83.4849,OH-UN-4,RAYMOND 3.5,40.3511,329,COCORAHS,129357
33.7394,-79.9332,SC-WL-2,KINGSTREE 7.,33.7394,22,COCORAHS,129376
46.8201,-109.7935,MT-FG-3,BUFFALO 1.7,46.8201,1302,COCORAHS,129378
33.8879,-107.8773,NM-CT-5,DATIL 17.8 S,33.8879,2160,COCORAHS,129379
41.3101,-85.7229,IN-KS-32,LEESBURG 6.7,41.3101,263,COCORAHS,129381
44.3382,-89.782,WI-WD-2,WISCONSIN RA,44.3382,311,COCORAHS,129393
34.4216,-88.9813,MS-UN-1,NEW ALBANY 5,34.4216,147,COCORAHS,129396
35.0271,-80.9916,SC-YR-13,TEGA CAY 1.6,35.0271,173,COCORAHS,129398
42.2122,-88.2444,IL-MCH-49,CARY 0.3 NE,42.2122,247,COCORAHS,129401
34.1415,-107.8793,NM-CT-7,DATIL 2.0 W,34.1415,2305,COCORAHS,129416
34.4349,-108.4088,NM-CT-9,QUEMADO 8.0,34.4349,2242,COCORAHS,129418
41.5578,-85.8834,IN-EL-39,GOSHEN 3.0 W,41.5578,270,COCORAHS,129427
46.4713,-117.6051,WA-GF-2,POMEROY 0.5,46.4713,567,COCORAHS,129434
28.779,-96.831,TX-VC-20,VICTORIA 9.7,28.779,18,COCORAHS,129437
30.4103,-98.773,TX-GS-25,WILLOW CITY,30.4103,581,COCORAHS,129445
36.0818,-86.5969,TN-DV-81,ANTIOCH 4.3E,36.0818,168,COCORAHS,129453
41.2696,-88.1254,IL-WL-73,WILMINGTON 2,41.2696,174,COCORAHS,129507
44.3699,-100.3357,SD-HG-14,PIERRE 0.7 W,44.3699,480,COCORAHS,129520
29.6201,-98.4169,TX-BXR-168,HOLLYWOOD PA,29.6201,278,COCORAHS,129526
30.2808,-97.8392,TX-TV-122,AUSTIN 5.6 W,30.2808,241,COCORAHS,129529
29.8688,-97.9783,TX-HYS-42,SAN MARCOS 3,29.8688,211,COCORAHS,129531
34.6459,-103.903,NM-QY-14,HOUSE 0.1 S,34.6459,1433,COCORAHS,129542
44.7756,-67.2177,ME-WS-11,WHITING 2.3,44.7756,23,COCORAHS,129557
45.4737,-117.3826,OR-WL-6,LOSTINE 2.4,45.4737,1048,COCORAHS,129560
35.3621,-103.4708,NM-QY-13,LOGAN 1.5 W,35.3621,1173,COCORAHS,129573
41.9443,-104.0962,WY-GS-20,TORRINGTON 9,41.9443,1269,COCORAHS,129576
43.4527,-104.0154,SD-FR-24,EDGEMONT 14.,43.4527,1088,COCORAHS,129577
30.2161,-82.1606,FL-BK-7,MACCLENNY 4.,30.2161,40,COCORAHS,129593
27.4309,-82.4152,FL-MA-10,BRADENTON 10,27.4309,18,COCORAHS,129617
40.744,-111.864,UT-SL-79,SALT LAKE CI,40.744,1325,COCORAHS,129622
41.4752,-72.2055,CT-NL-5,OAKDALE 2.6,41.4752,173,COCORAHS,129633
36.2467,-83.7957,TN-UN-3,MAYNARDVILLE,36.2467,384,COCORAHS,129642
41.6654,-84.4244,OH-WL-5,ALVORDTON 0.,41.6654,253,COCORAHS,129667
32.396,-90.7821,MS-WR-8,VICKSBURG 6.,32.396,82,COCORAHS,129687
38.7241,-85.4027,KY-TB-5,MILTON 1.7 W,38.7241,265,COCORAHS,129688
40.0806,-106.8929,CO-RT-26,YAMPA 5.1 S,40.0806,2588,COCORAHS,129691
41.319,-82.3773,OH-ER-5,WAKEMAN 4.6,41.319,244,COCORAHS,129698
33.5367,-86.185,AL-TG-11,TALLADEGA 8.,33.5367,146,COCORAHS,129728
38.7983,-90.3779,MO-SL-24,FLORISSANT 2,38.7983,172,COCORAHS,129746
36.1501,-115.2297,NV-CK-39,LAS VEGAS 3.,36.1501,706,COCORAHS,129763
41.3763,-82.0992,OH-LR-8,ELYRIA 0.4 S,41.3763,216,COCORAHS,129773
40.9136,-90.2935,IL-KX-9,KNOXVILLE 0.,40.9136,236,COCORAHS,129779
29.2151,-99.7865,TX-UV-23,UVALDE 0.1 W,29.2151,276,COCORAHS,129782
44.8844,-94.8188,MN-RV-5,BIRD ISLAND,44.8844,345,COCORAHS,129793
36.058,-115.1969,NV-CK-18,PARADISE 3.9,36.058,709,COCORAHS,129796
30.235,-81.7869,FL-DV-42,JACKSONVILLE,30.235,21,COCORAHS,129835
37.1587,-98.0315,KS-HP-3,ANTHONY 0.4,37.1587,415,COCORAHS,129843
32.6093,-92.6629,LA-LN-3,RUSTON 5.5 N,32.6093,55,COCORAHS,129874
40.4896,-74.4409,NJ-MD-28,NEW BRUNSWIC,40.4896,12,COCORAHS,129875
36.7535,-80.9206,VA-CR-3,GALAX 6.1 N,36.7535,771,COCORAHS,129881
29.3541,-96.0697,TX-WH-9,WHARTON 3.1,29.3541,28,COCORAHS,129914
34.8734,-82.4855,SC-GV-35,GREENVILLE 5,34.8734,289,COCORAHS,129918
31.5883,-111.0876,AZ-SC-10,TUBAC 2.9 SW,31.5883,1125,COCORAHS,129921
38.3982,-97.5207,KS-MP-14,GALVA 1.5 NE,38.3982,474,COCORAHS,129926
44.2832,-83.4992,MI-IC-3,EAST TAWAS 0,44.2832,180,COCORAHS,129933
31.067,-97.4564,TX-BEL-23,BELTON 0.4 E,31.067,176,COCORAHS,129948
27.8033,-82.6546,FL-PN-34,ST. PETERSBU,27.8033,15,COCORAHS,129963
43.5141,-89.5691,WI-CB-4,PORTAGE 5.7,43.5141,249,COCORAHS,129985
28.6598,-97.1189,TX-VC-21,VICTORIA 14.,28.6598,32,COCORAHS,129987
33.3392,-81.1805,SC-BM-1,DENMARK 2.8,33.3392,76,COCORAHS,129992
32.8794,-79.9899,SC-CR-57,NORTH CHARLE,32.8794,10,COCORAHS,130000
34.4041,-83.0081,GA-HT-2,HARTWELL 5.6,34.4041,244,COCORAHS,130004
47.1053,-104.7551,MT-DW-7,GLENDIVE 2.2,47.1053,642,COCORAHS,130019
40.8398,-74.5432,NJ-MS-42,RANDOLPH TWP,40.8398,225,COCORAHS,130021
34.019,-81.7153,SC-SL-6,SALUDA 3.5 E,34.019,124,COCORAHS,130029
34.3357,-82.1717,SC-GW-8,HODGES 5.5 N,34.3357,135,COCORAHS,130031
37.1499,-93.3311,MO-GR-74,SPRINGFIELD,37.1499,387,COCORAHS,130042
47.5734,-114.0436,MT-LK-10,RONAN 4.1 NE,47.5734,1040,COCORAHS,130047
32.2546,-110.672,AZ-PM-156,TUCSON 14.7,32.2546,862,COCORAHS,130065
35.77,-78.68,NC-WK-90,RALEIGH 3.8,35.77,87,COCORAHS,130076
42.0244,-72.8207,CT-HR-8,NORTH GRANBY,42.0244,135,COCORAHS,130114
37.646,-77.5048,VA-HR-8,LAUREL 0.8 N,37.646,61,COCORAHS,130134
27.8658,-82.3507,FL-HB-69,RIVERVIEW 2.,27.8658,13,COCORAHS,130139
45.0281,-93.1094,MN-RM-17,ROSEVILLE 2.,45.0281,278,COCORAHS,130142
30.6601,-98.3059,TX-BRT-31,MARBLE FALLS,30.6601,318,COCORAHS,130144
25.9232,-97.4813,TX-CMR-51,BROWNSVILLE,25.9232,8,COCORAHS,130151
30.0867,-99.0641,TX-KR-43,KERRVILLE 5.,30.0867,629,COCORAHS,130152
41.1322,-104.5168,WY-LM-59,BURNS 6.0 WS,41.1322,1720,COCORAHS,130159
43.5484,-116.1337,ID-AD-21,BOISE CITY 6,43.5484,904,COCORAHS,130185
39.838,-93.0623,MO-LN-4,BROOKFIELD 3,39.838,254,COCORAHS,130197
27.7588,-82.7164,FL-PN-35,GULFPORT 0.9,27.7588,6,COCORAHS,130201
32.8111,-97.2338,TX-TN-74,RICHLAND HIL,32.8111,168,COCORAHS,130203
32.3531,-111.0003,AZ-PM-160,TUCSON 10.3,32.3531,743,COCORAHS,130229
45.4818,-91.1468,WI-RS-1,LADYSMITH 2.,45.4818,347,COCORAHS,130243
40.537,-105.0297,CO-LR-290,FORT COLLINS,40.537,1506,COCORAHS,130270
44.8873,-89.5959,WI-MT-3,SCHOFIELD 2.,44.8873,401,COCORAHS,130274
33.6698,-80.1995,SC-CD-6,MANNING 1.9,33.6698,37,COCORAHS,130279
39.4489,-76.395,MD-BL-28,KINGSVILLE 1,39.4489,62,COCORAHS,130310
33.237,-87.6869,AL-TS-17,COKER 0.6 S,33.237,58,COCORAHS,130318
35.4585,-82.9738,NC-HW-30,WAYNESVILLE,35.4585,1127,COCORAHS,130329
38.903,-77.2836,VA-FX-51,VIENNA 1.3 W,38.903,113,COCORAHS,130336
34.6185,-79.672,SC-MB-2,BENNETTSVILL,34.6185,55,COCORAHS,130341
38.0341,-97.9229,KS-RN-37,HUTCHINSON 2,38.0341,465,COCORAHS,130346
39.0525,-96.9769,KS-DK-18,CHAPMAN 6.0,39.0525,370,COCORAHS,130362
39.3712,-76.6633,MD-BC-3,MOUNT WASHIN,39.3712,117,COCORAHS,130380
33.4833,-105.3629,NM-LN-8,LINCOLN 1.4,33.4833,1809,COCORAHS,130392
34.7869,-86.9536,AL-LS-23,ATHENS 1.5 S,34.7869,210,COCORAHS,130402
35.5038,-82.6059,NC-BC-38,ASHEVILLE 7.,35.5038,665,COCORAHS,130418
29.37,-103.63,TX-BRS-11,TERLINGUA 3.,29.37,927,COCORAHS,130439
31.0581,-97.7326,TX-BEL-25,KILLEEN 2.9,31.0581,279,COCORAHS,130464
35.7598,-82.5548,NC-BC-40,WEAVERVILLE,35.7598,668,COCORAHS,130468
40.4363,-86.8442,IN-TP-28,LAFAYETTE 2.,40.4363,205,COCORAHS,130473
38.8578,-107.8283,CO-DL-26,HOTCHKISS 7.,38.8578,2012,COCORAHS,130475
42.5727,-83.5176,MI-OK-44,MILFORD 4.3,42.5727,284,COCORAHS,130482
41.4079,-87.1044,IN-PT-117,VALPARAISO 5,41.4079,225,COCORAHS,130485
42.4675,-71.482,MA-MD-12,ACTON 1.3 SW,42.4675,64,COCORAHS,130510
30.1705,-81.5818,FL-DV-47,JACKSONVILLE,30.1705,7,COCORAHS,130523
33.6194,-100.8612,TX-DK-2,DICKENS 1.5,33.6194,745,COCORAHS,130542
31.8942,-110.9461,AZ-PM-172,GREEN VALLEY,31.8942,873,COCORAHS,130556
41.7465,-92.731,IA-PW-4,GRINNELL 0.6,41.7465,309,COCORAHS,130561
35.2901,-106.6061,NM-SN-39,RIO RANCHO 3,35.2901,1574,COCORAHS,130565
37.8983,-90.2134,MO-SG-2,STE. GENEVIE,37.8983,249,COCORAHS,130588
37.0475,-86.2033,KY-WR-15,SMITHS GROVE,37.0475,197,COCORAHS,130608
37.3743,-76.3071,VA-MT-1,PORT HAYWOOD,37.3743,2,COCORAHS,130618
40.5022,-105.068,CO-LR-885,FORT COLLINS,40.5022,1509,COCORAHS,130656
45.6001,-109.0899,MT-SW-10,COLUMBUS 8.2,45.6001,1095,COCORAHS,130659
35.4791,-82.4924,NC-BC-41,ARDEN 1.6 EN,35.4791,695,COCORAHS,130660
36.569,-82.6829,TN-HK-4,CHURCH HILL,36.569,442,COCORAHS,130662
41.0739,-74.368,NJ-PS-21,WEST MILFORD,41.0739,284,COCORAHS,130677
40.7302,-85.1607,IN-WL-11,BLUFFTON 0.9,40.7302,252,COCORAHS,130720
36.8283,-86.1767,KY-AL-17,SCOTTSVILLE,36.8283,232,COCORAHS,130744
38.991,-76.7272,MD-PG-46,BOWIE 2.4 NN,38.991,31,COCORAHS,130780
39.4185,-88.1949,IL-CE-8,CHARLESTON 4,39.4185,181,COCORAHS,130791
41.2986,-104.8278,WY-LM-112,CHEYENNE 10.,41.2986,1882,COCORAHS,130792
36.0456,-106.1517,NM-RA-22,ESPANOLA 5.4,36.0456,1955,COCORAHS,130820
33.6215,-104.5022,NM-CH-11,ROSWELL 17.4,33.6215,1095,COCORAHS,130821
37.3053,-84.9183,KY-CS-4,LIBERTY 1.1,37.3053,334,COCORAHS,130836
37.3589,-93.4811,MO-GR-75,WALNUT GROVE,37.3589,329,COCORAHS,130837
38.9477,-97.9607,KS-LC-3,BEVERLY 4.6,38.9477,414,COCORAHS,130857
30.237,-82.2189,FL-BK-5,GLEN ST. MAR,30.237,39,COCORAHS,130862
42.1573,-77.06,NY-ST-30,CORNING 0.7,42.1573,286,COCORAHS,130874
29.5119,-97.9378,TX-GP-56,SEGUIN 5.0 S,29.5119,158,COCORAHS,130882
41.316,-81.1434,OH-PT-9,HIRAM 0.4 N,41.316,354,COCORAHS,130901
47.4669,-121.6806,WA-KG-143,NORTH BEND 5,47.4669,246,COCORAHS,130912
41.1977,-80.9721,OH-TR-4,NEWTON FALLS,41.1977,275,COCORAHS,130913
38.0797,-97.3531,KS-HV-9,NORTH NEWTON,38.0797,444,COCORAHS,130920
34.3505,-82.6839,SC-AN-22,STARR 2.0 SS,34.3505,225,COCORAHS,130941
40.5867,-124.1409,CA-HM-29,FORTUNA 0.1,40.5867,20,COCORAHS,130955
38.6868,-97.0752,KS-DK-19,HOPE 0.3 S,38.6868,422,COCORAHS,130956
37.8863,-122.544,CA-MR-13,MILL VALLEY,37.8863,64,COCORAHS,131014
37.7953,-97.3761,KS-SG-69,WICHITA 7.4,37.7953,408,COCORAHS,131015
40.8755,-86.0561,IN-MM-4,DENVER 1.3 N,40.8755,233,COCORAHS,131020
38.2013,-107.77,CO-OR-13,RIDGWAY 3.3,38.2013,2323,COCORAHS,131059
38.476,-107.842,CO-MT-36,MONTROSE 1.6,38.476,1804,COCORAHS,131060
38.3758,-85.082,KY-HY-6,PLEASUREVILL,38.3758,263,COCORAHS,131065
43.8705,-93.3037,MN-SE-3,ELLENDALE 0.,43.8705,391,COCORAHS,131066
43.0387,-99.2259,SD-GY-18,BURKE 10.5 S,43.0387,643,COCORAHS,131075
29.8635,-96.9324,TX-FY-36,LA GRANGE 4.,29.8635,96,COCORAHS,131084
39.821,-74.5383,NJ-BT-25,WOODLAND TWP,39.821,30,COCORAHS,131087
39.8572,-74.817,NJ-BT-28,MEDFORD LAKE,39.8572,21,COCORAHS,131091
37.5258,-79.8832,VA-BT-2,FINCASTLE 1.,37.5258,341,COCORAHS,131111
44.6414,-84.2383,MI-OD-3,LUZERNE 2.4,44.6414,344,COCORAHS,131132
47.9214,-118.9409,WA-LN-2,GRAND COULEE,47.9214,470,COCORAHS,131156
42.2794,-72.787,MA-HS-2,WESTHAMPTON,42.2794,220,COCORAHS,131163
37.24,-80.02,VA-RN-5,ROANOKE 4.3,37.24,353,COCORAHS,131169
42.8593,-78.7854,NY-ER-13,WEST SENECA,42.8593,183,COCORAHS,131207
47.713,-118.9412,WA-LN-10,ALMIRA 0.2 N,47.713,583,COCORAHS,131233
43.2988,-71.3345,NH-MR-26,PITTSFIELD 0,43.2988,176,COCORAHS,131236
41.1575,-104.884,WY-LM-103,CHEYENNE 5.0,41.1575,1888,COCORAHS,131241
32.0998,-98.613,TX-CMN-1,DE LEON 4.5,32.0998,399,COCORAHS,131264
38.7847,-77.7306,VA-FQ-13,BROAD RUN 2.,38.7847,198,COCORAHS,131265
34.1128,-103.3812,NM-RV-10,PORTALES 5.1,34.1128,1246,COCORAHS,131269
39.9757,-78.4087,PA-BD-6,EVERETT 3.4,39.9757,402,COCORAHS,131274
40.0677,-75.0748,PA-PH-2,ROCKLEDGE 1.,40.0677,47,COCORAHS,131277
40.1367,-88.4816,IL-PT-8,WHITE HEATH,40.1367,205,COCORAHS,131279
41.4468,-87.5657,IL-WL-25,CRETE 2.6 E,41.4468,213,COCORAHS,131291
32.3117,-97.0159,TX-EL-13,MAYPEARL 0.6,32.3117,168,COCORAHS,131293
46.5618,-108.467,MT-MH-12,ROUNDUP 8.5,46.5618,1090,COCORAHS,131298
42.5667,-71.8217,MA-WR-8,FITCHBURG 1.,42.5667,218,COCORAHS,131306
44.3217,-94.4771,MN-BW-2,NEW ULM 0.8,44.3217,270,COCORAHS,131307
39.6724,-123.4898,CA-MD-17,LAYTONVILLE,39.6724,502,COCORAHS,131320
43.6107,-73.0466,VT-RT-1,WEST RUTLAND,43.6107,207,COCORAHS,131325
46.5894,-107.7488,MT-RB-9,MELSTONE 5.7,46.5894,993,COCORAHS,131339
