This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"NM-BR-226","ALBUQUERQUE",-106.6117,35.0864,1581,"COCORAHS","183527"
"TX-CML-160","NEW BRAUNFEL",-98.2850,29.6993,303,"COCORAHS","183532"
"CAN-MB-292","BRANDON 3.1",-99.9408,49.8719,-9999,"COCORAHS","183534"
"TX-HYS-152","ROUND MOUNTA",-98.1676,30.3469,303,"COCORAHS","183540"
"NE-LA-38","LINCOLN 4.6",-96.6897,40.7493,388,"COCORAHS","183560"
"BFST2","WIMBERLEY 6",-98.2000,30.0000,-9999,"HYD","183584"
"VA-TZ-4","TAZEWELL 2.9",-81.5600,37.1456,754,"COCORAHS","183599"
"ND-DC-9","OAKES 1.6 W",-98.1203,46.1389,405,"COCORAHS","183605"
"NM-DA-322","LAS CRUCES 2",-106.7526,32.3003,1216,"COCORAHS","183609"
"WY-GS-38","LA GRANGE 5.",-104.1696,41.7251,1373,"COCORAHS","183622"
"MN-SV-4","DONNELLY 2.9",-96.0604,45.7165,338,"COCORAHS","183626"
"KY-NC-1","CARLISLE 7.6",-84.0700,38.4200,258,"COCORAHS","183639"
"WY-GS-39","LINGLE 5.9 W",-104.4600,42.1520,1294,"COCORAHS","183643"
"VA-AM-2","JETERSVILLE",-78.1610,37.3009,118,"COCORAHS","183678"
"NC-HN-39","MOUNTAIN HOM",-82.5191,35.3751,668,"COCORAHS","183683"
"NY-RN-13","TROY 6.9 NE",-73.5623,42.7904,210,"COCORAHS","183711"
"NJ-OC-71","MANCHESTER T",-74.3007,40.0247,24,"COCORAHS","183717"
"NC-WK-214","HOLLY SPRING",-78.7778,35.6558,95,"COCORAHS","183724"
"TN-WL-77","FRANKLIN 4.4",-86.9200,35.9262,200,"COCORAHS","183729"
"TX-WA-24","BRENHAM 0.7",-96.3849,30.1589,105,"COCORAHS","183734"
"SC-SM-14","OAKLAND 1.5",-80.4792,34.0007,111,"COCORAHS","183744"
"TX-LT-8","KOSSE 4.0 E",-96.5623,31.3174,146,"COCORAHS","183749"
"CO-ME-136","DE BEQUE 7.1",-108.1538,39.2408,1709,"COCORAHS","183823"
"SC-GV-84","FIVE FORKS 2",-82.2634,34.7899,255,"COCORAHS","183831"
"MI-WS-41","ANN ARBOR 7.",-83.8694,42.2639,274,"COCORAHS","183839"
"VA-AG-12","CRAIGSVILLE",-79.3208,38.2502,601,"COCORAHS","183841"
"MN-KD-13","SPICER 6.3 W",-95.0631,45.2648,349,"COCORAHS","183856"
"TX-DS-4","HEREFORD 2.4",-102.3582,34.8351,1160,"COCORAHS","183864"
"VA-FR-32","UNION HALL 2",-79.6375,37.0406,250,"COCORAHS","183865"
"NC-DH-48","DURHAM 4.5 N",-78.9222,36.0448,107,"COCORAHS","183870"
"AZ-CN-143","FLAGSTAFF 1.",-111.6763,35.1848,2133,"COCORAHS","183884"
"NY-SF-44","SHIRLEY 2.9",-72.8668,40.8374,29,"COCORAHS","183901"
"CT-FR-41","BETHEL 3.5 N",-73.3982,41.4215,137,"COCORAHS","183903"
"CO-ME-137","GRAND JUNCTI",-108.6192,39.0809,1418,"COCORAHS","183909"
"MD-WH-11","HANCOCK 0.8",-78.1601,39.6997,169,"COCORAHS","183911"
"LA-AC-2","CHURCH POINT",-92.2249,30.4010,15,"COCORAHS","183921"
"TX-GD-31","GOLIAD 8.7 N",-97.4475,28.7861,91,"COCORAHS","183924"
"FL-MA-22","PALMETTO 6.4",-82.4830,27.5622,9,"COCORAHS","183939"
"TX-CML-165","NEW BRAUNFEL",-98.0753,29.6950,200,"COCORAHS","183944"
"IL-CP-108","URBANA 2.3 S",-88.1889,40.0774,229,"COCORAHS","183946"
"CAN-MB-296","HEADINGLEY 0",-97.4116,49.8692,-9999,"COCORAHS","183966"
"LA-NT-5","GOLDONNA 1.5",-92.9108,32.0420,60,"COCORAHS","183969"
"VA-CL-6","HANOVER 3.0",-77.3631,37.8100,59,"COCORAHS","183970"
"VA-CL-7","RUTHER GLEN",-77.4270,37.9381,58,"COCORAHS","183972"
"WY-WS-20","NEWCASTLE 1.",-104.2309,43.8499,1286,"COCORAHS","183981"
"IA-WH-5","DECORAH 4.9S",-91.7029,43.2648,336,"COCORAHS","183983"
"NC-HN-40","HENDERSONVIL",-82.5266,35.3567,677,"COCORAHS","183984"
"AZ-MR-454","MESA 4.4 SE",-111.7613,33.3802,382,"COCORAHS","183996"
"MN-HN-178","MINNEAPOLIS",-93.2199,44.9065,259,"COCORAHS","184007"
"OH-FR-46","COLUMBUS 8.2",-82.8673,40.0639,291,"COCORAHS","184010"
"UT-IR-5","CEDAR CITY 4",-113.1284,37.6431,1739,"COCORAHS","184031"
"AL-MB-72","MOBILE 11.2",-88.2717,30.6362,47,"COCORAHS","184060"
"MO-JC-35","RAYTOWN 2.7",-94.4426,38.9593,248,"COCORAHS","184089"
"CO-LR-1109","LOVELAND 2.8",-105.1241,40.4277,1572,"COCORAHS","184103"
"MN-RM-63","NORTH SAINT",-93.0140,45.0241,289,"COCORAHS","184111"
"IN-CR-9","BURLINGTON 0",-86.3961,40.4835,231,"COCORAHS","184140"
"WY-JN-31","BUFFALO 1.8",-106.6916,44.3608,1407,"COCORAHS","184145"
"SD-GT-8","BIG STONE CI",-96.5644,45.3114,348,"COCORAHS","184159"
"PA-BT-15","FOX RUN 1.6",-80.0706,40.7238,335,"COCORAHS","184197"
"EVAX","EVA",-101.7816,36.9219,1065,"OKMESONET","184200"
"NC-WK-215","APEX 2.0 WNW",-78.8790,35.7318,96,"COCORAHS","184206"
"MI-WS-42","ANN ARBOR 4.",-83.8188,42.2781,279,"COCORAHS","184208"
"PA-LH-19","BETHLEHEM 2.",-75.4149,40.6311,105,"COCORAHS","184210"
"TX-LR-15","DAYTON 1.1 S",-94.8815,30.0403,26,"COCORAHS","184215"
"EVSO2","EVA 12 NE (M",-101.4653,36.9219,-9999,"HYD","184240"
"BEST2","SATTLER 4 SW",-98.2300,29.8100,-9999,"HYD","184241"
"NH-BK-26","MEREDITH 3.3",-71.4693,43.6984,273,"COCORAHS","184247"
"AZ-MH-27","DOLAN SPRING",-114.2662,35.6126,1063,"COCORAHS","184248"
"KS-ED-15","OFFERLE 9.8",-99.5595,37.7496,692,"COCORAHS","184271"
"PA-BR-31","READING 2.3",-75.9615,40.3591,87,"COCORAHS","184272"
"MO-DD-6","GREENFIELD 3",-93.7870,37.4260,311,"COCORAHS","184289"
"CAN-ON-451","OWEN SOUND 1",-80.9303,44.5809,-9999,"COCORAHS","184292"
"NY-MG-3","HESSVILLE 1.",-74.7214,42.8643,320,"COCORAHS","184307"
"JEFF","MT. JEFFERSO",-81.4635,36.4033,1405,"NCECONET","184322"
"AL-MY-11","MONTGOMERY 1",-86.2933,32.1678,89,"COCORAHS","184345"
"NY-CT-25","ISCHUA 0.4 S",-78.3964,42.2430,466,"COCORAHS","184365"
"TX-BXR-343","SAN ANTONIO",-98.4601,29.3474,171,"COCORAHS","184372"
"IL-BU-11","WALNUT 5.3 E",-89.4951,41.5844,243,"COCORAHS","184384"
"IL-DP-141","GLEN ELLYN 1",-88.0829,41.8634,213,"COCORAHS","184394"
"NC-HD-12","OCRACOKE 0.6",-75.9872,35.1075,1,"COCORAHS","184410"
"NM-OT-85","ALAMOGORDO 1",-106.1434,32.7471,1232,"COCORAHS","184412"
"WY-WS-23","NEWCASTLE 8.",-104.2417,43.9686,1502,"COCORAHS","184414"
"TN-DV-157","BELLE MEADE",-86.8345,36.1207,160,"COCORAHS","184418"
"OH-MH-10","SALEM 4.5 NE",-80.7992,40.9532,378,"COCORAHS","184422"
"CO-OT-42","LA JUNTA 17.",-103.4963,37.7307,1291,"COCORAHS","184436"
"SC-PC-38","SUNSET 2.9 W",-82.8500,34.9800,314,"COCORAHS","184437"
"ID-BR-27","SANDPOINT 13",-116.3153,48.3995,840,"COCORAHS","184446"
"KS-JO-53","OVERLAND PAR",-94.6923,38.8669,300,"COCORAHS","184447"
"WA-CB-3","DAYTON 8.7 N",-117.8548,46.4122,666,"COCORAHS","184452"
"TX-LL-49","LLANO 0.4 ES",-98.6671,30.7477,317,"COCORAHS","184453"
"UT-UN-14","VERNAL 0.8 S",-109.5355,40.4402,1631,"COCORAHS","184454"
"CO-MZ-58","DOLORES 4.0",-108.5268,37.4217,2036,"COCORAHS","184460"
"AL-HS-13","REHOBETH 2.1",-85.4640,31.0950,73,"COCORAHS","184467"
"CO-EP-359","COLORADO SPR",-104.7080,38.8901,1992,"COCORAHS","184488"
"IL-CP-109","SAVOY 0.6 SS",-88.2489,40.0566,223,"COCORAHS","184496"
"AZ-PM-285","ORO VALLEY 5",-110.9679,32.4620,917,"COCORAHS","184524"
"VA-RK-3","LEXINGTON 11",-79.6398,37.7213,552,"COCORAHS","184528"
"MO-BN-70","CENTRALIA 1.",-92.1326,39.2339,266,"COCORAHS","184539"
"IA-PG-3","COLLEGE SPRI",-95.1235,40.6249,350,"COCORAHS","184542"
"MS-HR-37","PASS CHRISTI",-89.2835,30.4558,31,"COCORAHS","184544"
"TX-PS-2","SHAFTER 0.8",-104.3099,29.8106,1178,"COCORAHS","184553"
"TX-GS-55","HARPER 1.0 N",-99.2562,30.3100,632,"COCORAHS","184597"
"IL-DK-28","DE KALB 0.7",-88.7607,41.9227,268,"COCORAHS","184613"
"MO-MG-5","STOVER 2.3 N",-93.0239,38.4620,326,"COCORAHS","184616"
"GDHT2","HOCHHEIM 1 W",-97.3000,29.3100,-9999,"HYD","184631"
"OH-TS-8","SUGARCREEK 0",-81.6257,40.5114,304,"COCORAHS","184641"
"AZ-PN-71","SADDLEBROOKE",-110.8862,32.5260,1004,"COCORAHS","184651"
"WA-KG-225","SEATTLE 2.1",-122.3085,47.6117,121,"COCORAHS","184665"
"TX-CML-168","CANYON LAKE",-98.2781,29.8722,308,"COCORAHS","184675"
"VT-CL-23","RYEGATE 1.5",-72.1052,44.2302,368,"COCORAHS","184679"
"GSRT2","GOODNIGHT",-101.1869,35.1133,-9999,"HYD","184683"
"MN-MT-6","FAIRMONT 0.7",-94.4486,43.6450,360,"COCORAHS","184707"
"LA-RP-7","ALEXANDRIA 2",-92.4946,31.2625,24,"COCORAHS","184714"
"HVLT2","HEBBRONVILLE",-98.7400,27.3500,-9999,"HYD","184720"
"TX-MDN-54","D'HANIS 0.4",-99.2804,29.3357,271,"COCORAHS","184721"
"SD-GT-9","LABOLT 0.1 W",-96.6770,45.0496,421,"COCORAHS","184728"
"VT-RT-13","WEST RUTLAND",-73.0407,43.5806,166,"COCORAHS","184730"
"CAN-ON-475","BELMONT 3.8",-81.0965,42.9196,-9999,"COCORAHS","184733"
"AZ-PM-286","ORO VALLEY 0",-110.9688,32.3843,807,"COCORAHS","184758"
"FL-JF-10","MONTICELLO 2",-83.9162,30.5255,65,"COCORAHS","184781"
"TX-GM-7","IOLA 10.4 SS",-96.1423,30.6348,77,"COCORAHS","184784"
"MI-OG-6","WEST BRANCH",-84.2509,44.2481,336,"COCORAHS","184796"
"NJ-AT-22","GALLOWAY TWP",-74.4609,39.4902,9,"COCORAHS","184809"
"MD-FR-23","ADAMSTOWN 0.",-77.4642,39.3064,97,"COCORAHS","184810"
"TX-HRR-232","HOUSTON 2.1",-95.3977,29.7398,16,"COCORAHS","184819"
"FL-PT-21","CRESCENT CIT",-81.5209,29.4661,5,"COCORAHS","184827"
"TX-BXR-345","SHAVANO PARK",-98.6171,29.5850,305,"COCORAHS","184832"
"MI-KN-84","GRAND RAPIDS",-85.5769,42.9281,240,"COCORAHS","184838"
"GRTT2","SATTLER 3 S",-98.1600,29.8000,-9999,"HYD","184840"
"MI-AN-25","PLAINWELL 0.",-85.6537,42.4432,226,"COCORAHS","184862"
"OH-CN-15","WILMINGTON 3",-83.8983,39.4365,299,"COCORAHS","184870"
"SD-BK-43","BROOKINGS 1.",-96.7855,44.2918,497,"COCORAHS","184873"
"NY-RN-15","TROY 0.7 E",-73.6625,42.7356,132,"COCORAHS","184875"
"NC-OR-45","CHAPEL HILL",-79.2067,35.9081,166,"COCORAHS","184907"
"AZ-PM-289","MARANA 8.3 E",-111.0783,32.4415,815,"COCORAHS","184910"
"FL-PB-80","BOCA RATON 3",-80.1644,26.3544,5,"COCORAHS","184939"
"TX-EL-43","WAXAHACHIE 8",-96.9489,32.3150,188,"COCORAHS","184959"
"BAPT2","BLANCO 5 W B",-98.5100,30.1000,-9999,"HYD","184961"
"NC-CR-106","EMERALD ISLE",-76.9933,34.6720,8,"COCORAHS","184967"
"NJ-MC-44","PRINCETON 2.",-74.6281,40.3634,24,"COCORAHS","184973"
"WI-WK-47","NEW BERLIN 1",-88.1632,42.9838,296,"COCORAHS","184989"
"20J01S","FREDONYER PE",-120.6082,40.6880,2201,"SNOTEL","184990"
"CO-ME-140","FRUITA 1.1 N",-108.7378,39.1702,1377,"COCORAHS","184994"
"MD-AA-65","ODENTON 1.0",-76.6925,39.0755,67,"COCORAHS","185001"
"CO-WE-507","WINDSOR 3.0",-104.8953,40.4429,1451,"COCORAHS","185005"
"IA-ST-37","DAVENPORT 0.",-90.5910,41.5445,205,"COCORAHS","185019"
"TX-BZS-99","BRYAN 3.8 SS",-96.3990,30.6216,94,"COCORAHS","185023"
"VT-WS-30","WOODBURY 3.4",-72.4326,44.4883,495,"COCORAHS","185026"
"TX-FR-12","DILLEY 0.4 S",-99.1724,28.6632,167,"COCORAHS","185031"
"TN-SH-32","BARTLETT 3.1",-89.8068,35.2546,87,"COCORAHS","185037"
"VT-WR-13","PROCTORSVILL",-72.6359,43.3862,300,"COCORAHS","185044"
"OH-GR-13","XENIA 2.1 NN",-83.9235,39.7117,278,"COCORAHS","185045"
"TX-BZS-100","COLLEGE STAT",-96.3711,30.5596,83,"COCORAHS","185055"
"PA-BK-35","LANGHORNE 3.",-74.8889,40.2209,45,"COCORAHS","185064"
"NC-CR-107","CEDAR POINT",-77.0948,34.6745,4,"COCORAHS","185070"
"NE-AD-7","HASTINGS 1.9",-98.3836,40.5622,585,"COCORAHS","185077"
"SC-CK-21","GAFFNEY 3.5",-81.7009,35.0366,212,"COCORAHS","185080"
"NY-NS-34","WANTAGH 0.3",-73.5054,40.6668,4,"COCORAHS","185097"
"FL-FL-24","PALM COAST 2",-81.2046,29.5996,2,"COCORAHS","185107"
"MS-CR-4","CARROLLTON 7",-89.9770,33.6050,124,"COCORAHS","185109"
"NY-SF-73","BRIGHTWATERS",-73.2728,40.7260,10,"COCORAHS","185113"
"NY-SF-74","ISLIP TERRAC",-73.1966,40.7472,8,"COCORAHS","185114"
"NY-SF-77","NESCONSET 1.",-73.1643,40.8290,31,"COCORAHS","185117"
"NY-SF-80","REMSENBURG-S",-72.6947,40.8239,10,"COCORAHS","185120"
"TX-WM-229","ROUND ROCK 2",-97.6399,30.5021,227,"COCORAHS","185130"
"MD-AA-66","SEVERNA PARK",-76.6076,39.0847,13,"COCORAHS","185134"
"TX-SO-4","WALNUT SPRIN",-97.8547,32.1303,352,"COCORAHS","185157"
"NY-SF-84","CENTEREACH 1",-73.0669,40.8853,31,"COCORAHS","185165"
"NY-SF-85","PATCHOGUE 0.",-73.0092,40.7516,1,"COCORAHS","185166"
"NY-NS-42","ALBERTSON 0.",-73.6475,40.7691,43,"COCORAHS","185203"
"NY-SF-89","AMITYVILLE 0",-73.4183,40.6689,4,"COCORAHS","185208"
"GA-MA-24","HULL 0.6 NNE",-83.2898,34.0235,240,"COCORAHS","185211"
"GA-CL-21","CARROLLTON 7",-85.0808,33.4823,343,"COCORAHS","185215"
"CT-FR-43","BETHEL 0.5 E",-73.4014,41.3703,159,"COCORAHS","185225"
"IA-BT-11","MOUNT AUBURN",-92.1064,42.2868,262,"COCORAHS","185226"
"CAN-ON-492","OWEN SOUND 6",-80.9477,44.6248,-9999,"COCORAHS","185232"
"WY-WS-24","NEWCASTLE 3.",-104.1402,43.8575,1404,"COCORAHS","185244"
"NY-SF-92","AMITYVILLE 0",-73.4103,40.6772,6,"COCORAHS","185245"
"NM-CH-22","ROSWELL 52.1",-104.8366,34.0799,1437,"COCORAHS","185269"
"IL-KN-115","AURORA 3.5 E",-88.2327,41.7432,218,"COCORAHS","185270"
"CO-LA-71","TRINIDAD 1.9",-104.4726,37.1751,1880,"COCORAHS","185288"
"NM-HD-20","LORDSBURG 8.",-108.8257,32.4213,1284,"COCORAHS","185290"
"TX-WO-53","FALLS CITY 8",-98.1550,28.9539,124,"COCORAHS","185292"
"IL-CK-285","HARWOOD HEIG",-87.8033,41.9715,198,"COCORAHS","185301"
"VT-AD-19","NEW HAVEN 2.",-73.1172,44.1006,151,"COCORAHS","185326"
"VT-CH-38","WILLISTON 0.",-73.0715,44.4367,158,"COCORAHS","185331"
"VT-WH-19","EAST DOVER 1",-72.7764,42.9766,520,"COCORAHS","185333"
"WA-TH-44","OLYMPIA 1.0",-122.8756,47.0489,62,"COCORAHS","185346"
"NM-BR-233","TIJERAS 7.8",-106.3428,34.9789,2295,"COCORAHS","185360"
"NM-SF-96","POJOAQUE 0.7",-106.0108,35.9035,1800,"COCORAHS","185367"
"NJ-MC-46","HOPEWELL 0.4",-74.7673,40.3846,65,"COCORAHS","185371"
"MO-CN-8","GOWER 2.7 S",-94.6013,39.5729,262,"COCORAHS","185387"
"NM-SJ-32","KIRTLAND 21.",-108.2969,36.4280,1951,"COCORAHS","185393"
"MD-FR-24","JEFFERSON 1.",-77.5211,39.3400,257,"COCORAHS","185395"
"CO-LR-1115","ESTES PARK 1",-105.5531,40.3705,2426,"COCORAHS","185416"
"OK-CN-27","YUKON 3.2 ES",-97.7190,35.4942,398,"COCORAHS","185417"
"AZ-YV-135","COTTONWOOD 1",-111.9770,34.7112,989,"COCORAHS","185425"
"AZ-YV-136","CAMP VERDE 3",-111.8778,34.5997,953,"COCORAHS","185434"
"VT-AD-24","MIDDLEBURY 0",-73.1684,44.0181,113,"COCORAHS","185453"
"NC-BR-78","LELAND 4.1 S",-78.0153,34.1818,8,"COCORAHS","185469"
"12L16S","BOBS HOLLOW",-112.1471,38.9480,2835,"SNOTEL","185480"
"CO-EP-362","COLORADO SPR",-104.8699,38.9088,2021,"COCORAHS","185489"
"NM-CH-23","ROSWELL 38.7",-104.7065,33.9117,1379,"COCORAHS","185490"
"WA-KG-226","REDMOND 1.7",-122.1081,47.6979,108,"COCORAHS","185499"
"FL-PB-81","PALM BEACH S",-80.0350,26.7970,2,"COCORAHS","185503"
"NC-DV-12","MOCKSVILLE 3",-80.6225,35.8917,234,"COCORAHS","185514"
"CO-JF-457","ARVADA 3.5 W",-105.1622,39.8488,1741,"COCORAHS","185519"
"VA-LYC-7","LYNCHBURG 3.",-79.2197,37.4451,253,"COCORAHS","185535"
"AADN5","ALBUQUERQUE",-106.5700,35.1500,-9999,"HYD","185551"
"CWAN5","ALBUQUERQUE",-106.6200,35.0900,-9999,"HYD","185552"
"EGPN5","ALBUQUERQUE",-106.4700,35.1700,-9999,"HYD","185554"
"TX-TV-291","LAKEWAY 2.6",-98.0150,30.3450,294,"COCORAHS","185558"
"CA-SN-126","SANTA ROSA 5",-122.6029,38.4392,129,"COCORAHS","185579"
"SC-AK-73","SALLEY 4.9 N",-81.2792,33.6338,118,"COCORAHS","185584"
"MT-FH-29","KALISPELL 2.",-114.2712,48.2207,891,"COCORAHS","185603"
"MA-BA-52","TRURO 0.8 E",-70.0506,42.0021,22,"COCORAHS","185617"
"CAN-ON-506","FLESHERTON 6",-80.4953,44.3111,-9999,"COCORAHS","185632"
"MA-HS-21","NORTHAMPTON",-72.6637,42.3244,79,"COCORAHS","185638"
"MD-HW-38","LAUREL 1.3 N",-76.8486,39.1141,66,"COCORAHS","185640"
"NJ-MD-74","HIGHLAND PAR",-74.4194,40.5004,36,"COCORAHS","185643"
"TX-NU-75","CORPUS CHRIS",-97.2397,27.5948,1,"COCORAHS","185654"
"AL-MG-27","SOMERVILLE 7",-86.6965,34.4054,181,"COCORAHS","185666"
"FL-DV-79","JACKSONVILLE",-81.5565,30.2274,9,"COCORAHS","185667"
"TX-GS-59","FREDERICKSBU",-99.1364,30.2243,608,"COCORAHS","185669"
"NC-SK-10","WALNUT COVE",-80.1171,36.3066,184,"COCORAHS","185684"
"CAN-MB-318","MORRIS 14.2",-97.1750,49.3245,-9999,"COCORAHS","185692"
"CO-GR-73","GRANBY 7.7 N",-105.9258,40.1997,2610,"COCORAHS","185695"
"NM-DA-338","LAS CRUCES 0",-106.7429,32.3332,1299,"COCORAHS","185698"
"MN-HN-186","BROOKLYN PAR",-93.3058,45.1037,261,"COCORAHS","185700"
"TX-AG-6","LUFKIN 5.2 W",-94.8073,31.3627,106,"COCORAHS","185709"
"GA-FY-28","FAYETTEVILLE",-84.4523,33.4751,280,"COCORAHS","185712"
"TX-SM-21","LINDALE 2.1",-95.3695,32.5046,319,"COCORAHS","185717"
"WCCN5","ALBUQUERQUE",-106.6700,35.0500,-9999,"HYD","185730"
"06N17S","LA GARITA HI",-106.5484,36.0050,3097,"SNOTEL","185735"
"MO-RN-8","HUNTSVILLE 5",-92.6134,39.3761,222,"COCORAHS","185736"
"CAN-ON-508","GUELPH 8.7 N",-80.3211,43.5943,348,"COCORAHS","185738"
"VA-AC-16","METOMPKIN 0.",-75.5908,37.7608,5,"COCORAHS","185743"
"KS-RS-36","WILSON 2.8 W",-98.5255,38.8282,518,"COCORAHS","185767"
"OR-CY-18","PORT ORFORD",-124.4687,42.7420,36,"COCORAHS","185769"
"OR-MN-61","SILVERTON 0.",-122.7738,45.0003,129,"COCORAHS","185784"
"CA-LK-14","LAKEPORT 0.6",-122.9218,39.0512,429,"COCORAHS","185787"
"VT-BN-7","MANCHESTER 2",-73.0181,43.1727,283,"COCORAHS","185805"
"NM-DA-339","LAS CRUCES 6",-106.6616,32.3016,1378,"COCORAHS","185837"
"TX-BRN-9","BROWNWOOD 13",-99.1686,31.8320,440,"COCORAHS","185844"
"TN-BL-21","PIKEVILLE 8.",-85.3265,35.5545,578,"COCORAHS","185845"
"PA-YR-31","MANCHESTER 0",-76.7231,40.0713,121,"COCORAHS","185849"
"RI-PR-50","HARRISVILLE",-71.6717,41.9513,142,"COCORAHS","185863"
"WA-OK-25","TONASKET 21.",-119.0310,48.5608,819,"COCORAHS","185976"
"NY-NS-46","MASSAPEQUA P",-73.4499,40.6981,11,"COCORAHS","185988"
"NJ-WR-33","PHILLIPSBURG",-75.1679,40.7120,127,"COCORAHS","186000"
"CA-MA-9","LAKE MADERA",-119.9842,37.0367,109,"COCORAHS","186001"
"CA-HM-70","HONEYDEW 3.2",-124.1053,40.2002,425,"COCORAHS","186004"
"TX-KN-110","FAIR OAKS RA",-98.6402,29.7511,390,"COCORAHS","186022"
"MA-MD-80","LINCOLN 1.5",-71.3242,42.4040,62,"COCORAHS","186025"
"GA-TE-4","MCRAE 6.6 SE",-82.8199,31.9962,65,"COCORAHS","186027"
"MN-OL-32","ROCHESTER 2.",-92.4868,44.0514,313,"COCORAHS","186035"
"RI-PR-51","NORTH SMITHF",-71.5494,41.9544,82,"COCORAHS","186050"
"CT-NL-24","STONINGTON 1",-71.9116,41.3536,10,"COCORAHS","186051"
"NJ-HN-47","CLINTON 2.4",-74.9295,40.6694,113,"COCORAHS","186061"
"NJ-HN-48","FLEMINGTON 1",-74.8305,40.4923,60,"COCORAHS","186071"
"OR-JC-92","MEDFORD 4.2",-122.9222,42.3060,451,"COCORAHS","186072"
"OR-JS-25","WILDERVILLE",-123.4865,42.3853,349,"COCORAHS","186078"
"CO-ME-143","GRAND JUNCTI",-108.7002,39.1035,1454,"COCORAHS","186079"
"VT-WR-17","ROCHESTER 2.",-72.7699,43.8942,618,"COCORAHS","186083"
"NEHT2","NEW HOME",-101.9100,33.3300,-9999,"HYD","186117"
"NC-MC-32","FRANKLIN 4.1",-83.3173,35.2076,757,"COCORAHS","186125"
"CT-WN-12","EASTFORD 2.0",-72.1207,41.8991,200,"COCORAHS","186134"
"11K38S","SANTAQUIN ME",-111.7182,39.9208,2377,"SNOTEL","186136"
"CA-IN-13","BISHOP 1.4 W",-118.4178,37.3786,1281,"COCORAHS","186153"
"RI-WS-36","CHARLESTOWN",-71.6912,41.3609,8,"COCORAHS","186156"
"TX-CLL-77","BLUE RIDGE 5",-96.3176,33.2719,173,"COCORAHS","186167"
"MD-CR-21","GAMBER 0.8 W",-76.9512,39.4673,200,"COCORAHS","186186"
"TX-TV-292","AUSTIN 7.6 W",-97.8775,30.2952,240,"COCORAHS","186189"
"GA-GW-50","LOGANVILLE 2",-83.9184,33.8622,313,"COCORAHS","186190"
"NM-SR-50","TRUTH OR CON",-107.2393,33.1382,1326,"COCORAHS","186200"
"NM-BR-236","SANDIA HEIGH",-106.4943,35.1777,1859,"COCORAHS","186216"
"NH-GR-46","ASHLAND 2.4",-71.6421,43.7296,360,"COCORAHS","186227"
"MA-PL-31","BRIDGEWATER",-70.9438,41.9717,28,"COCORAHS","186247"
"176722","PITTSTON FAR",-69.9647,45.8908,328,"COOP","186263"
"272846","ERROL AP",-71.1633,44.7925,378,"COOP","186266"
"274734","LINCOLN NEPP",-71.6728,44.0425,246,"COOP","186267"
"278961","WATERVILLE V",-71.5111,43.9458,436,"COOP","186268"
"361207","CANADENSIS E",-75.2383,41.1897,339,"COOP","186270"
"419649","WFO BROWNSVI",-97.4194,25.9161,5,"COOP","186272"
"304564","LAKEVILLE 1W",-78.9497,42.7069,206,"COOP","186274"
"322860","FARGO 3S",-96.7961,46.8292,277,"COOP","186281"
"RI-WS-37","KINGSTON 2.4",-71.5547,41.4468,49,"COCORAHS","186287"
"WCST2","GARDEN RIDGE",-98.2500,29.6800,-9999,"HYD","186288"
"GWGT2","GONZALES 8 W",-97.5900,29.4900,-9999,"HYD","186289"
"PA-NH-14","NAZARETH 1.1",-75.3347,40.7394,150,"COCORAHS","186290"
"MA-WR-54","BARRE 1.4 NN",-72.0959,42.4408,294,"COCORAHS","186294"
"MI-GT-25","TRAVERSE CIT",-85.5119,44.7337,245,"COCORAHS","186295"
"NC-PD-29","HAMPSTEAD 1.",-77.6863,34.3637,5,"COCORAHS","186299"
"OR-JC-93","ROGUE RIVER",-123.1671,42.4496,322,"COCORAHS","186300"
"OR-WS-124","CORNELIUS 5.",-123.0116,45.4504,60,"COCORAHS","186304"
"OR-LC-27","YACHATS 0.4",-124.1080,44.3137,13,"COCORAHS","186308"
"CAN-BC-36","FERNWOOD 4.3",-123.5618,48.8777,-9999,"COCORAHS","186311"
"KIVT2","KINGSVILLE 1",-97.8700,27.5300,-9999,"HYD","186323"
"SFWT2","WAELDER 5 SS",-97.3200,29.6200,-9999,"HYD","186324"
"PA-WT-19","LEECHBURG 1.",-79.6214,40.6153,316,"COCORAHS","186331"
"CA-BT-33","PALERMO 2.7",-121.5000,39.4064,84,"COCORAHS","186334"
"DCWT2","DECATUR 10 E",-97.4200,33.2800,-9999,"HYD","186338"
"PA-NH-15","PORTLAND 2.7",-75.1445,40.9375,226,"COCORAHS","186345"
"CO-WE-511","ERIE 1.5 NNE",-105.0333,40.0486,1558,"COCORAHS","186356"
"NH-MR-55","CANTERBURY 2",-71.5789,43.3028,116,"COCORAHS","186362"
"LSET2","LUBBOCK 4 ES",-101.7900,33.5500,-9999,"HYD","186381"
"MI-AG-6","MUNISING 11.",-86.7575,46.2781,264,"COCORAHS","186392"
"NM-BR-239","ALBUQUERQUE",-106.5466,35.0834,1644,"COCORAHS","186396"
"AARN5","ALBUQUERQUE",-106.6900,35.1400,-9999,"HYD","186399"
"LBFT2","FISCHER 8 SE",-98.3300,30.0200,-9999,"HYD","186402"
"CAN-BC-37","VICTORIA 6.0",-123.4047,48.4794,-9999,"COCORAHS","186405"
